name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear,Gender,Source
Pablo Rodriguez,2009,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000,Male,FuzzyMatch
Matthew Roughan,2009,Program,"University of Adelaide, Australia",Matthew Roughan,"University of Adelaide, Australia",Australia,Male,Male,1994,Male,FullNameMatch
Stefan Saroiu,2009,Program,"Microsoft Research<, USA/td>",Stefan Saroiu,"Microsoft Research<, USA/td>",North America,Male,Male,2004,Male,FullNameMatch
Alex Snoeren,2009,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,2002,Male,FuzzyMatch
Giovanni Stea,2009,Program,"University of Pisa, Italy",Giovanni Stea,"University of Pisa, Italy",Europe,Male,Male,2003,Male,FullNameMatch
Peter Steenkiste,2009,Program,"Carnegie Mellon University, USA",Peter Steenkiste,"Carnegie Mellon University, USA",North America,Male,Male,1987,Male,FullNameMatch
Karthikeyan Sundaresan,2009,Program,"NEC Laboratories America, USA",Karthikeyan Sundaresan,"NEC Laboratories America, USA",North America,Male,Male,2006,Male,FullNameMatch
Nina Taft,2009,Program,"Intel Research Berkeley, USA",Nina Taft,"Intel Research Berkeley, USA",North America,Female,Female,1994,Female,FullNameMatch
Leandros Tassiulas,2009,Program,"University of Thessaly, Greece",Leandros Tassiulas,"University of Thessaly, Greece",Europe,Male,Male,1991,Male,FullNameMatch
Renata Teixeira,2009,Program,"CNRS and UPMC, France",Renata Teixeira,"CNRS and UPMC, France",Europe,Female,Female,2005,Female,FullNameMatch
Patrick Thiran,2009,Program,"EPFL, Switzerland",Patrick Thiran,"EPFL, Switzerland",Europe,Male,Male,1996,Male,FullNameMatch
Jon Turner,2009,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982,Male,FullNameMatch
Darryl Veitch,2009,Program,"University of Melbourne, Australia",Darryl Veitch,"University of Melbourne, Australia",Australia,Male,Male,1990,Male,FullNameMatch
Jia Wang,2009,Program,"AT&T Labs - Research, USA",Jia Wang,"AT&T Labs - Research, USA",North America,Female,Female,2001,Female,FullNameMatch
Xiaowei Yang,2009,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,2004,Female,FullNameMatch
Amgad Zeitoun,2009,Program,"Google, Inc., USA",Amgad Zeitoun,"Google, Inc., USA",North America,Male,Male,2004,Male,FullNameMatch
Yin Zhang,2009,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020,Female,FullNameMatch
Zhi-Li Zhang,2009,Program,"University of Minnesota, USA",Zhi-Li Zhang,"University of Minnesota, USA",North America,Male,Male,1997,Male,FullNameMatch
K.K. Ramakrishnan,2010,Program,"AT&T Labs - Research, USA",K.K. Ramakrishnan,"AT&T Labs - Research, USA",North America,,Male,1983,Male,FuzzyMatch
Geoff Voelker,2010,Program,"U.C. San Diego, USA",Geoff Voelker,"U.C. San Diego, USA",North America,Male,Male,2000,Male,FullNameMatch
Kevin Almeroth,2010,Program,"U.C. Santa Barbara, USA",Kevin Almeroth,"U.C. Santa Barbara, USA",North America,,Male,1997,Male,FuzzyMatch
Ramon Caceres,2010,Program,"AT&T Labs - Research, USA",Ramon Caceres,"AT&T Labs - Research, USA",North America,Male,Male,1992,Male,FullNameMatch
Augustin Chaintreau,2010,Program,"Thomson, France",Augustin Chaintreau,"Thomson, France",Europe,Male,Male,2006,Male,FullNameMatch
Reuven Cohen,2010,Program,"Technion, Israel",Reuven Cohen,"Technion, Israel",Asia,Male,Male,1991,Male,FullNameMatch
Bruce Davie,2010,Program,"Cisco, USA",Bruce Davie,"Cisco, USA",North America,,Male,1988,Male,FuzzyMatch
Cristian Estan,2010,Program,"NetLogic Microsystem, USA",Cristian Estan,"NetLogic Microsystem, USA",North America,Male,Male,2003,Male,FullNameMatch
Ramesh Govindan,2010,Program,"University of Southern California, USA",Ramesh Govindan,"University of Southern California, USA",North America,Male,Male,1992,Male,FullNameMatch
Timothy G. Griffin,2010,Program,"University of Cambridge, UK",Timothy G. Griffin,"University of Cambridge, UK",Europe,Male,Male,1988,Male,FullNameMatch
Chuanxiong Guo,2010,Program,"Microsoft Research Asia, China",Chuanxiong Guo,"Microsoft Research Asia, China",Asia,Male,Male,Phd,Male,FullNameMatch
Mark Handley,2010,Program,"University College London, UK",Mark Handley,"University College London, UK",Europe,Male,Male,1997,Male,FullNameMatch
Kyle Jamieson,2010,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008,Male,FullNameMatch
Kevin Jeffay,2010,Program,"University of North Carolina, USA",Kevin Jeffay,"University of North Carolina, USA",North America,Male,Male,1989,Male,FullNameMatch
S. Keshav,2010,Program,"University of Waterloo, Canada",S. Keshav,"University of Waterloo, Canada",North America,,Male,1991,Male,FuzzyMatch
Murali Kodialam,2010,Program,"Bell Labs, USA",Murali Kodialam,"Bell Labs, USA",North America,Male,Male,1992,Male,FullNameMatch
Arvind Krishnamurthy,2010,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Srikanth Krishnamurthy,2010,Program,"U.C. Riverside, USA",Srikanth Krishnamurthy,"U.C. Riverside, USA",North America,,Male,1997,Male,FuzzyMatch
Joy Kuri,2010,Program,"Indian Institute of Science, India",Joy Kuri,"Indian Institute of Science, India",Asia,Male,Male,1995,Male,FullNameMatch
Jinyang Li,2010,Program,"NYU, USA",Jinyang Li,"NYU, USA",North America,Female,Female,2005,Female,FullNameMatch
Michael Mitzenmacher,2010,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996,Male,FullNameMatch
Jeff Mogul,2010,Program,"HP Labs, USA",Jeff Mogul,"HP Labs, USA",North America,Male,Male,1986,Male,FullNameMatch
Sue Moon,2010,Program,"KAIST, Korea",Sue Moon,"KAIST, Korea",Asia,Female,Female,2000,Female,FullNameMatch
Robert Morris,2010,Program,"MIT, USA",Robert Morris,"MIT, USA",North America,Male,Male,1999,Male,FullNameMatch
Cristina Nita-Rotaru,2010,Program,"Purdue University, USA",Cristina Nita-Rotaru,"Purdue University, USA",North America,Female,Female,2003,Female,FullNameMatch
David Oran,2010,Program,Unknown,David Oran,Unknown,North America,Male,Male,?,Male,FullNameMatch
Jitendra Padhye,2010,Program,"Microsoft Research Redmond, USA",Jitendra Padhye,"Microsoft Research Redmond, USA",North America,Male,Male,2000,Male,FullNameMatch
Balaji Prabhakar,2010,Program,"Stanford University, USA",Balaji Prabhakar,"Stanford University, USA",North America,Male,Male,1994,Male,FullNameMatch
Niels Provos,2010,Program,"Google, USA",Niels Provos,"Google, USA",North America,Male,Male,2003,Male,FullNameMatch
Bhaskaran Raman,2010,Program,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002,Male,FullNameMatch
Ramachandran Ramjee,2010,Program,"Microsoft Research, India",Ramachandran Ramjee,"Microsoft Research, India",Asia,Male,Male,1997,Male,FullNameMatch
Jennifer Rexford,2010,Program,"Princeton University, USA",Jennifer Rexford,"Princeton University, USA",North America,Female,Female,1996,Female,FullNameMatch
Pablo Rodriguez,2010,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000,Male,FuzzyMatch
Matthew Roughan,2010,Program,"University of Adelaide, Australia",Matthew Roughan,"University of Adelaide, Australia",Australia,Male,Male,1994,Male,FullNameMatch
Antony Rowstron,2010,Program,"Microsoft Research Cambridge, UK",Antony Rowstron,"Microsoft Research Cambridge, UK",Europe,Male,Male,1996,Male,FullNameMatch
Srinivasan Seshan,2010,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995,Male,FullNameMatch
Aman Shaikh,2010,Program,"AT&T Labs - Research, USA",Aman Shaikh,"AT&T Labs - Research, USA",North America,Male,Male,2011,Male,FullNameMatch
Prashant Shenoy,2010,Program,"Univ. of Massachusetts Amherst, USA",Prashant Shenoy,"Univ. of Massachusetts Amherst, USA",North America,,Male,1998,Male,FuzzyMatch
Emin G�n Sirer,2010,Program,"Cornell University, USA",Emin Gn Sirer,"Cornell University, USA",North America,,Male,2002,Male,FuzzyMatch
Neil Spring,2010,Program,"University of Maryland, USA",Neil Spring,"University of Maryland, USA",North America,Male,Male,2004,Male,FullNameMatch
Renata Teixeira,2010,Program,"LIP6 / CNRS, France",Renata Teixeira,"LIP6 / CNRS, France",Europe,Female,Female,2005,Female,FullNameMatch
Patrick Thiran,2010,Program,"EPFL, Switzerland",Patrick Thiran,"EPFL, Switzerland",Europe,Male,Male,1996,Male,FullNameMatch
Don Towsley,2010,Program,"University of Massachusetts Amherst, USA",Don Towsley,"University of Massachusetts Amherst, USA",North America,Male,Male,1975,Male,FullNameMatch
Jon Turner,2010,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982,Male,FullNameMatch
Amin Vahdat,2010,Program,"U.C. San Diego, USA",Amin Vahdat,"U.C. San Diego, USA",North America,Male,Male,1998,Male,FullNameMatch
Anwar Walid,2010,Program,"Bell Labs, USA",Anwar Walid,"Bell Labs, USA",North America,Male,Male,Phd,Male,FullNameMatch
Matt Welsh,2010,Program,"Harvard University, USA",Matt Welsh,"Harvard University, USA",North America,Male,Male,2002,Male,FullNameMatch
Walter Willinger,2010,Program,"AT&T Labs - Research, USA",Walter Willinger,"AT&T Labs - Research, USA",North America,Male,Male,1987,Male,FullNameMatch
Yinglian Xie,2010,Program,"Microsoft Research SVC, USA",Yinglian Xie,"Microsoft Research SVC, USA",North America,Female,Female,2005,Female,FullNameMatch
Yin Zhang,2010,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020,Female,FullNameMatch
John Byers,2011,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997,Male,FuzzyMatch
Jeff Mogul,2011,Program,"HP Labs, USA",Jeff Mogul,"HP Labs, USA",North America,Male,Male,1986,Male,FullNameMatch
Aditya Akella,2011,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Katerina Argyraki,2011,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007,Female,FuzzyMatch
Paul Barford,2011,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000,Male,FullNameMatch
Augustin Chaintreau,2011,Program,"Columbia University, USA",Augustin Chaintreau,"Columbia University, USA",North America,Male,Male,2006,Male,FullNameMatch
David Clark,2011,Program,"MIT, USA",David Clark,"MIT, USA",North America,Male,Male,1973,Male,FullNameMatch
Jon Crowcroft,2011,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993,Male,FullNameMatch
Constantinos Dovrolis,2011,Program,"Georgia Tech, USA",Constantinos Dovrolis,"Georgia Tech, USA",North America,,Male,2000,Male,FuzzyMatch
Will Eatherton,2011,Program,"Juniper Networks, USA",Will Eatherton,"Juniper Networks, USA",North America,Male,Male,?,Male,FullNameMatch
Mike Freedman,2011,Program,"Princeton University, USA",Mike Freedman,"Princeton University, USA",North America,Male,Male,2007,Male,FullNameMatch
Yashar Ganjali,2011,Program,"University of Toronto, Canada",Yashar Ganjali,"University of Toronto, Canada",North America,Male,Male,2006,Male,FullNameMatch
Sharon Goldberg,2011,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009,Female,FullNameMatch
Matthias Grossglauser,2011,Program,"EPFL, Switzerland",Matthias Grossglauser,"EPFL, Switzerland",Europe,Male,Male,1998,Male,FullNameMatch
John Heidemann,2011,Program,"USC/Information Sciences Institute, USA",John Heidemann,"USC/Information Sciences Institute, USA",North America,,Male,1995,Male,FuzzyMatch
Kyle Jamieson,2011,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008,Male,FullNameMatch
Ramesh Johari,2011,Program,"Stanford University, USA",Ramesh Johari,"Stanford University, USA",North America,Male,Male,2004,Male,FullNameMatch
Brad Karp,2011,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Sachin Katti,2011,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008,Male,FullNameMatch
Arvind Krishnamurthy,2011,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Balachander Krishnamurthy,2011,Program,AT&T Labs,Balachander Krishnamurthy,AT&T Labs,North America,Male,Male,None,Male,FullNameMatch
Nikolaos Laoutaris,2011,Program,"Telefonica Research, Spain",Nikolaos Laoutaris,"Telefonica Research, Spain",Europe,Male,Male,2004,Male,FullNameMatch
Ratul Mahajan,2011,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,2005,Male,FullNameMatch
David Oran,2011,Program,Unknown,David Oran,Unknown,North America,Male,Male,?,Male,FullNameMatch
Jitendra Padhye,2011,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Venkat Padmanabhan,2011,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998,Male,FuzzyMatch
Adrian Perrig,2011,Program,"Carnegie Mellon University, USA",Adrian Perrig,"Carnegie Mellon University, USA",North America,Male,Male,2001,Male,FullNameMatch
Lili Qiu,2011,Program,"University of Texas at Austin, USA",Lili Qiu,"University of Texas at Austin, USA",North America,Female,Female,2001,Female,FullNameMatch
Byrav Ramamurthy,2011,Program,"University of Nebraska-Lincoln, USA",Byrav Ramamurthy,"University of Nebraska-Lincoln, USA",North America,Male,Male,1998,Male,FullNameMatch
Danny Raz,2011,Program,"Technion, Israel",Danny Raz,"Technion, Israel",Asia,Male,Male,1996,Male,FullNameMatch
Scott Rixner,2011,Program,"Rice University, USA",Scott Rixner,"Rice University, USA",North America,Male,Male,2001,Male,FullNameMatch
Timothy Roscoe,2011,Program,"ETH Zurich, Switzerland",Timothy Roscoe,"ETH Zurich, Switzerland",Europe,Male,Male,1995,Male,FullNameMatch
Mema Roussopoulos,2011,Program,"University of Athens, Greece",Mema Roussopoulos,"University of Athens, Greece",Europe,Female,Female,2002,Female,FullNameMatch
Stefan Savage,2011,Program,"U.C. San Diego, USA",Stefan Savage,"U.C. San Diego, USA",North America,Male,Male,2001,Male,FullNameMatch
Srinivasan Seshan,2011,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995,Male,FullNameMatch
Devavrat Shah,2011,Program,"MIT, USA",Devavrat Shah,"MIT, USA",North America,Male,Male,2004,Male,FullNameMatch
Scott Shenker,2011,Program,"U.C. Berkeley, USA",Scott Shenker,"U.C. Berkeley, USA",North America,Male,Male,1983,Male,FullNameMatch
Emin Gün Sirer,2011,Program,"Cornell University, USA",Emin Gün Sirer,"Cornell University, USA",North America,,Male,2002,Male,FuzzyMatch
Vijay Sivaraman,2011,Program,"University of New South Wales, Australia",Vijay Sivaraman,"University of New South Wales, Australia",Australia,Male,Male,2000,Male,FullNameMatch
Kun Tan,2011,Program,"Microsoft Research, China",Kun Tan,"Microsoft Research, China",Asia,Male,Male,?,Male,FullNameMatch
Amin Vahdat,2011,Program,"Google / U.C. San Diego, USA",Amin Vahdat,"Google / U.C. San Diego, USA",North America,Male,Male,1998,Male,FullNameMatch
Helen Wang,2011,Program,"Microsoft Research, USA",Helen Wang,"Microsoft Research, USA",North America,Female,Female,2001,Female,FullNameMatch
Gordon Wilfong,2011,Program,"Bell Labs Research, USA",Gordon Wilfong,"Bell Labs Research, USA",North America,,Male,1984,Male,FuzzyMatch
Walter Willinger,2011,Program,"AT&T Labs - Research, USA",Walter Willinger,"AT&T Labs - Research, USA",North America,Male,Male,1987,Male,FullNameMatch
Alec Wolman,2011,Program,"Microsoft Research, USA",Alec Wolman,"Microsoft Research, USA",North America,Male,Male,2001,Male,FullNameMatch
Yinglian Xie,2011,Program,"Microsoft Research, USA",Yinglian Xie,"Microsoft Research, USA",North America,Female,Female,2005,Female,FullNameMatch
Richard Yang,2011,Program,"Yale University, USA",Richard Yang,"Yale University, USA",North America,,Male,2001,Male,FuzzyMatch
Haifeng Yu,2011,Program,"National University of Singapore, Singapore",Haifeng Yu,"National University of Singapore, Singapore",Asia,Male,Male,2002,Male,FullNameMatch
Ellen Zegura,2011,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,1993,Female,FuzzyMatch
Yin Zhang,2011,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020,Female,FullNameMatch
Yongguang Zhang,2011,Program,"Microsoft Research, China",Yongguang Zhang,"Microsoft Research, China",Asia,Male,Male,1994,Male,FullNameMatch
Heather Zheng,2011,Program,"U.C. Santa Barbara, USA",Heather Zheng,"U.C. Santa Barbara, USA",North America,Female,Female,1999,Female,FullNameMatch
Venkat Padmanabhan,2012,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998,Male,FuzzyMatch
George Varghese,2012,Program,"UCSD, USA",George Varghese,"UCSD, USA",North America,Male,Male,1992,Male,FullNameMatch
Aditya Akella,2012,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Virgilio Almeida,2012,Program,"UFMG, Brazil",Virgilio Almeida,"UFMG, Brazil",South America,Male,Male,1987,Male,FullNameMatch
Mostafa Ammar,2012,Program,"Georgia Tech, USA",Mostafa Ammar,"Georgia Tech, USA",North America,,Male,1985,Male,FuzzyMatch
Sujata Banerjee,2012,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,1993,Female,FullNameMatch
Fabián E. Bustamante,2012,Program,"Northwestern University, USA",Fabián E. Bustamante,"Northwestern University, USA",North America,,Male,2001,Male,FuzzyMatch
Matthew Caesar 0001,2012,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007,Male,FullNameMatch
Krishna Chintalapudi,2012,Program,Microsoft Research India,Krishna Chintalapudi,Microsoft Research India,Asia,Male,Male,2006,Male,FullNameMatch
Dah Ming Chiu,2012,Program,Chinese University of Hong Kong,Dah Ming Chiu,Chinese University of Hong Kong,Asia,Male,Male,1980,Male,FullNameMatch
Romit Roy Choudhury,2012,Program,"Duke University, USA",Romit Roy Choudhury,"Duke University, USA",North America,Male,Male,2006,Male,FullNameMatch
Mark Crovella,2012,Program,"Boston University, USA",Mark Crovella,"Boston University, USA",North America,Male,Male,1994,Male,FullNameMatch
Jon Crowcroft,2012,Program,"Cambridge University, UK",Jon Crowcroft,"Cambridge University, UK",Europe,Male,Male,1993,Male,FullNameMatch
Bruce Davie,2012,Program,"Nicira Networks, USA",Bruce Davie,"Nicira Networks, USA",North America,,Male,1988,Male,FuzzyMatch
Jeff Dean,2012,Program,"Google, USA",Jeff Dean,"Google, USA",North America,Male,Male,1996,Male,FullNameMatch
Kevin Fall,2012,Program,"Qualcomm, USA",Kevin Fall,"Qualcomm, USA",North America,Male,Male,1994,Male,FullNameMatch
Nick Feamster,2012,Program,"University of Maryland, USA",Nick Feamster,"University of Maryland, USA",North America,Male,Male,2005,Male,FullNameMatch
Sergey Gorinsky,2012,Program,"Institute IMDEA Networks, Spain",Sergey Gorinsky,"Institute IMDEA Networks, Spain",Europe,Male,Male,2003,Male,FullNameMatch
Krishna Gummadi,2012,Program,"MPI-SWS, Germany",Krishna Gummadi,"MPI-SWS, Germany",Europe,,Male,2005,Male,FuzzyMatch
Kyle Jamieson,2012,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008,Male,FullNameMatch
Brad Karp,2012,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Dina Katabi,2012,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003,Female,FullNameMatch
Sachin Katti,2012,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008,Male,FullNameMatch
Ramana Kompella,2012,Program,"Purdue University, USA",Ramana Kompella,"Purdue University, USA",North America,Male,Male,2007,Male,FullNameMatch
Arvind Krishnamurthy,2012,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Craig Labovitz,2012,Program,"DeepField Networks, USA",Craig Labovitz,"DeepField Networks, USA",North America,Male,Male,1999,Male,FullNameMatch
T. V. Lakshman,2012,Program,"Bell Labs, Alcatel-Lucent, USA",T. V. Lakshman,"Bell Labs, Alcatel-Lucent, USA",North America,Male,Male,1986,Male,FullNameMatch
Kirill Levchenko,2012,Program,"UC San Diego, USA",Kirill Levchenko,"UC San Diego, USA",North America,Male,Male,2008,Male,FullNameMatch
Dave Levin,2012,Program,"HP Labs, USA",Dave Levin,"HP Labs, USA",North America,Male,Male,2010,Male,FullNameMatch
Bruce Maggs,2012,Program,"Duke University and Akamai Technologies, USA",Bruce Maggs,"Duke University and Akamai Technologies, USA",North America,Male,Male,1989,Male,FullNameMatch
Ratul Mahajan,2012,Program,"Microsoft Research Redmond, USA",Ratul Mahajan,"Microsoft Research Redmond, USA",North America,Male,Male,2005,Male,FullNameMatch
David Maltz,2012,Program,"Microsoft, USA",David Maltz,"Microsoft, USA",North America,Male,Male,2001,Male,FullNameMatch
Z. Morley Mao,2012,Program,"University of Michigan, USA",Z. Morley Mao,"University of Michigan, USA",North America,Female,Female,2003,Female,FullNameMatch
Nick McKeown,2012,Program,"Stanford University, USA",Nick McKeown,"Stanford University, USA",North America,Male,Male,2017,Male,FullNameMatch
Michael Mitzenmacher,2012,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996,Male,FullNameMatch
Craig Partridge,2012,Program,"Raytheon BBN Technologies, USA",Craig Partridge,"Raytheon BBN Technologies, USA",North America,Male,Male,1992,Male,FullNameMatch
Lili Qiu,2012,Program,"UT Austin, USA",Lili Qiu,"UT Austin, USA",North America,Female,Female,2001,Female,FullNameMatch
K. K. Ramakrishnan,2012,Program,"AT&T Labs Research, USA",K. K. Ramakrishnan,"AT&T Labs Research, USA",North America,Male,Male,1983,Male,FullNameMatch
Bhaskaran Raman,2012,Program,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002,Male,FullNameMatch
Pablo Rodriguez,2012,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000,Male,FuzzyMatch
Antony Rowstron,2012,Program,"Microsoft Research Cambridge, UK",Antony Rowstron,"Microsoft Research Cambridge, UK",Europe,Male,Male,1996,Male,FullNameMatch
Srinivasan Seshan,2012,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995,Male,FullNameMatch
Hovav Shacham,2012,Program,"UC San Diego, USA",Hovav Shacham,"UC San Diego, USA",North America,Male,Male,2005,Male,FullNameMatch
Emin Gün Sirer,2012,Program,"Cornell University, USA",Emin Gün Sirer,"Cornell University, USA",North America,,Male,2002,Male,FuzzyMatch
Ion Stoica,2012,Program,"UC Berkeley, USA",Ion Stoica,"UC Berkeley, USA",North America,Male,Male,2000,Male,FullNameMatch
Lakshminarayanan Subramanian,2012,Program,"New York University, USA",Lakshminarayanan Subramanian,"New York University, USA",North America,Male,Male,2005,Male,FullNameMatch
Renata Teixeira,2012,Program,"CNRS and UMPC Sorbonne Universities, France",Renata Teixeira,"CNRS and UMPC Sorbonne Universities, France",Europe,Female,Female,2005,Female,FullNameMatch
Jon Turner,2012,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982,Male,FullNameMatch
Kobus Van der Merwe,2012,Program,"AT&T Labs - Research, USA",Kobus Van der Merwe,"AT&T Labs - Research, USA",North America,Male,Male,1998,Male,FullNameMatch
David Wetherall,2012,Program,"University of Washington, USA",David Wetherall,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Haifeng Yu,2012,Program,National University of Singapore,Haifeng Yu,National University of Singapore,Asia,Male,Male,2002,Male,FullNameMatch
Paul Barford,2013,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000,Male,FullNameMatch
Srinivasan Seshan,2013,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995,Male,FullNameMatch
Aditya Akella,2013,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Katerina Argyraki,2013,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007,Female,FuzzyMatch
Ranjita Bhagwan,2013,Program,"Microsoft Research, India",Ranjita Bhagwan,"Microsoft Research, India",Asia,Female,Female,2004,Female,FullNameMatch
Elizabeth Belding,2013,Program,"University of California-Santa Barbara, USA",Elizabeth Belding,"University of California-Santa Barbara, USA",North America,Female,Female,2000,Female,FullNameMatch
John Byers,2013,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997,Male,FuzzyMatch
Matthew Caesar 0001,2013,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007,Male,FullNameMatch
Jon Crowcroft,2013,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993,Male,FullNameMatch
Sonia Fahmy,2013,Program,"Purdue University, USA",Sonia Fahmy,"Purdue University, USA",North America,Female,Female,1999,Female,FullNameMatch
Nick Feamster,2013,Program,"Georgia Institute of Technology, USA",Nick Feamster,"Georgia Institute of Technology, USA",North America,Male,Male,2005,Male,FullNameMatch
Lixin Gao,2013,Program,"University of Massachusetts, USA",Lixin Gao,"University of Massachusetts, USA",North America,Female,Female,1997,Female,FullNameMatch
Shyamnath Gollakota,2013,Program,"University of Washington, USA",Shyamnath Gollakota,"University of Washington, USA",North America,Male,Male,2013,Male,FullNameMatch
Timothy G. Griffin,2013,Program,"University of Cambridge, UK",Timothy G. Griffin,"University of Cambridge, UK",Europe,Male,Male,1988,Male,FullNameMatch
John Heidemann,2013,Program,"USC/Information Sciences Institute, USA",John Heidemann,"USC/Information Sciences Institute, USA",North America,,Male,1995,Male,FuzzyMatch
Brad Karp,2013,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Sachin Katti,2013,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008,Male,FullNameMatch
Arvind Krishnamurthy,2013,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Craig Labovitz,2013,Program,"Arbor Networks, USA",Craig Labovitz,"Arbor Networks, USA",North America,Male,Male,1999,Male,FullNameMatch
Nikolaos Laoutaris,2013,Program,"Telefonica Research, Spain",Nikolaos Laoutaris,"Telefonica Research, Spain",Europe,Male,Male,2004,Male,FullNameMatch
Dave Levin,2013,Program,"University of Maryland, USA",Dave Levin,"University of Maryland, USA",North America,Male,Male,2010,Male,FullNameMatch
John C.S. Lui,2013,Program,"The Chinese University of Hong Kong, China",John C.S. Lui,"The Chinese University of Hong Kong, China",Asia,,Male,1993,Male,FuzzyMatch
Olaf Maennel,2013,Program,"Loughborough University, UK",Olaf Maennel,"Loughborough University, UK",Europe,Male,Male,2005,Male,FullNameMatch
