name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear,Gender,Source
Pablo Rodriguez,2009,Organizing,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000,Male,FuzzyMatch
Ernst Biersack,2009,Organizing,"Eurecom, France",Ernst Biersack,"Eurecom, France",Europe,,Male,1988,Male,FuzzyMatch
Konstantina  Papagiannaki,2009,Organizing,"Intel Labs Pittsburgh, USA",Konstantina  Papagiannaki,"Intel Labs Pittsburgh, USA",North America,,Female,2003,Female,FuzzyMatch
Luigi Rizzo,2009,Organizing,"Universit� di Pisa, Italy",Luigi Rizzo,"Universit di Pisa, Italy",Europe,Male,Male,1998,Male,FullNameMatch
Christophe Diot,2009,Organizing,"Thomson, France",Christophe Diot,"Thomson, France",Europe,Male,Male,1991,Male,FullNameMatch
Dolors Sala,2009,Organizing,"Universitat Pompeu Fabra, Spain",Dolors Sala,"Universitat Pompeu Fabra, Spain",Europe,Female,Female,1998,Female,FullNameMatch
Jaudelice de Oliveira,2009,Organizing,"Drexel University, USA",Jaudelice de Oliveira,"Drexel University, USA",North America,Female,Female,2003,Female,FullNameMatch
Balachander Krishnamurthy,2009,Organizing,AT&T Labs,Balachander Krishnamurthy,AT&T Labs,North America,Male,Male,None,Male,FullNameMatch
Antony Rowstron,2009,Organizing,"Microsoft Research, UK",Antony Rowstron,"Microsoft Research, UK",Europe,Male,Male,1996,Male,FullNameMatch
Laurent Mathy,2009,Organizing,"Lancaster University, UK",Laurent Mathy,"Lancaster University, UK",Europe,Male,Male,2000,Male,FullNameMatch
Joel Sommers,2009,Organizing,"Colgate University, USA",Joel Sommers,"Colgate University, USA",North America,Male,Male,2007,Male,FullNameMatch
Nick Feamster,2009,Organizing,"Georgia Tech, USA",Nick Feamster,"Georgia Tech, USA",North America,Male,Male,2005,Male,FullNameMatch
Renata Teixeira,2009,Organizing,"CNRS and UPMC, France",Renata Teixeira,"CNRS and UPMC, France",Europe,Female,Female,2005,Female,FullNameMatch
Jordi Domingo,2009,Organizing,"Universitat Polit�cnica de Catalunya, Spain",Jordi Domingo,"Universitat Politcnica de Catalunya, Spain",Europe,Male,Male,1987,Male,FullNameMatch
Athina Markopoulou,2009,Organizing,"UC Irvine, USA",Athina Markopoulou,"UC Irvine, USA",North America,Female,Female,2003,Female,FullNameMatch
Dejan Kostic,2009,Organizing,"EPFL, Switzerland",Dejan Kostic,"EPFL, Switzerland",Europe,Male,Male,2005,Male,FullNameMatch
Serge Fdida,2009,Organizing,"Lip6, France",Serge Fdida,"Lip6, France",Europe,Male,Male,1984,Male,FullNameMatch
Susanna Avessta,2009,Organizing,"DIMES Association, Finland",Susanna Avessta,"DIMES Association, Finland",Europe,Female,Female,?,Female,FullNameMatch
Javier Aracil,2009,Organizing,"Universidad Aut�noma de Madrid, Spain",Javier Aracil,"Universidad Autnoma de Madrid, Spain",Europe,Male,Male,1995,Male,FullNameMatch
Sue Moon,2009,Organizing,"KAIST, Korea",Sue Moon,"KAIST, Korea",Asia,Female,Female,2000,Female,FullNameMatch
Moritz Steiner,2009,Organizing,"Bell-Labs / Alcatel-Lucent, USA",Moritz Steiner,"Bell-Labs / Alcatel-Lucent, USA",North America,Male,Male,2008,Male,FullNameMatch
Shivkumar Kalyanaraman,2010,Organizing,"IBM Research, India",Shivkumar Kalyanaraman,"IBM Research, India",Asia,Male,Male,1997,Male,FullNameMatch
Venkat Padmanabhan,2010,Organizing,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998,Male,FuzzyMatch
K.K. Ramakrishnan,2010,Organizing,"AT&T Labs Research, USA",K.K. Ramakrishnan,"AT&T Labs Research, USA",North America,,Male,1983,Male,FuzzyMatch
Rajeev Shorey,2010,Organizing,"NIIT University, India",Rajeev Shorey,"NIIT University, India",Asia,Male,Male,1995,Male,FullNameMatch
Geoff Voelker,2010,Organizing,"University of California, San Diego, USA",Geoff Voelker,"University of California, San Diego, USA",North America,Male,Male,2000,Male,FullNameMatch
Vinay Ribeiro,2010,Organizing,"IIT Delhi, India",Vinay Ribeiro,"IIT Delhi, India",Asia,Male,Male,2005,Male,FullNameMatch
Sudipta Maitra,2010,Organizing,"IBM Daksh, India",Sudipta Maitra,"IBM Daksh, India",Asia,Male,Male,?,Male,FullNameMatch
Christophe Diot,2010,Organizing,"Technicolor, France",Christophe Diot,"Technicolor, France",Europe,Male,Male,1991,Male,FullNameMatch
Jim Kurose,2010,Organizing,"University of Massachusetts, Amherst, USA",Jim Kurose,"University of Massachusetts, Amherst, USA",North America,Male,Male,1984,Male,FullNameMatch
Ranjita Bhagwan,2010,Organizing,"Microsoft Research, India",Ranjita Bhagwan,"Microsoft Research, India",Asia,Female,Female,2004,Female,FullNameMatch
Sue Moon,2010,Organizing,"KAIST, South Korea",Sue Moon,"KAIST, South Korea",Asia,Female,Female,2000,Female,FullNameMatch
Bhaskaran Raman,2010,Organizing,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002,Male,FullNameMatch
Neil Spring,2010,Organizing,"University of Maryland, College Park, USA",Neil Spring,"University of Maryland, College Park, USA",North America,Male,Male,2004,Male,FullNameMatch
Kevin Almeroth,2010,Organizing,"University of California, Santa Barbara, USA",Kevin Almeroth,"University of California, Santa Barbara, USA",North America,,Male,1997,Male,FuzzyMatch
Huzur Saran,2010,Organizing,"IIT Delhi, India",Huzur Saran,"IIT Delhi, India",Asia,Male,Male,1989,Male,FullNameMatch
Aaditeshwar Seth,2010,Organizing,"IIT Delhi, India",Aaditeshwar Seth,"IIT Delhi, India",Asia,Male,Male,2008,Male,FullNameMatch
Sergey Gorinsky,2010,Organizing,"Madrid Institute for Advanced Studies in Networks (IMDEA Networks), Spain",Sergey Gorinsky,"Madrid Institute for Advanced Studies in Networks (IMDEA Networks), Spain",Europe,Male,Male,2003,Male,FullNameMatch
Carla-Fabiana Chiasserini,2010,Organizing,"Politecnico di Torino, Italy",Carla-Fabiana Chiasserini,"Politecnico di Torino, Italy",Europe,Female,Female,2000,Female,FullNameMatch
Krishna Sivalingam,2010,Organizing,"IIT Madras, India",Krishna Sivalingam,"IIT Madras, India",Asia,Male,Male,1994,Male,FullNameMatch
Partha Dutta,2010,Organizing,"IBM Research, India",Partha Dutta,"IBM Research, India",Asia,Male,Male,2005,Male,FullNameMatch
B.N. Jain,2010,Organizing,"IIT Delhi, India",B.N. Jain,"IIT Delhi, India",Asia,Male,Male,1975,Male,FullNameMatch
Anurag Kumar,2010,Organizing,"IISc, Bangalore, India",Anurag Kumar,"IISc, Bangalore, India",Asia,Male,Male,1981,Male,FullNameMatch
Jaudelice de Oliveira,2010,Organizing,"Drexel University, USA",Jaudelice de Oliveira,"Drexel University, USA",North America,Female,Female,2003,Female,FullNameMatch
Srinivasan Keshav,2011,Organizing,"University of Waterloo, Canada",Srinivasan Keshav,"University of Waterloo, Canada",North America,Male,Male,1991,Male,FullNameMatch
Jörg Liebeherr,2011,Organizing,"University of Toronto, Canada",Jörg Liebeherr,"University of Toronto, Canada",North America,,Male,1991,Male,FuzzyMatch
John Byers,2011,Organizing,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997,Male,FuzzyMatch
Jeff Mogul,2011,Organizing,"HP Labs, USA",Jeff Mogul,"HP Labs, USA",North America,Male,Male,1986,Male,FullNameMatch
Yashar Ganjali,2011,Organizing,"University of Toronto, Canada",Yashar Ganjali,"University of Toronto, Canada",North America,Male,Male,2006,Male,FullNameMatch
Martin Karsten,2011,Organizing,"University of Waterloo, Canada",Martin Karsten,"University of Waterloo, Canada",North America,Male,Male,2000,Male,FullNameMatch
Kenneth L. Calvert,2011,Organizing,"University of Kentucky, USA",Kenneth L. Calvert,"University of Kentucky, USA",North America,Male,Male,1991,Male,FullNameMatch
Aditya Akella,2011,Organizing,"University of Wisconsin-Madison, USA",Aditya Akella,"University of Wisconsin-Madison, USA",North America,Male,Male,2005,Male,FullNameMatch
Lili Qiu,2011,Organizing,"University of Texas at Austin, USA",Lili Qiu,"University of Texas at Austin, USA",North America,Female,Female,2001,Female,FullNameMatch
Stratis Ioannidis,2011,Organizing,"Technicolor, France",Stratis Ioannidis,"Technicolor, France",Europe,Male,Male,2009,Male,FullNameMatch
Nicolas Christin,2011,Organizing,"Carnegie Mellon University, USA",Nicolas Christin,"Carnegie Mellon University, USA",North America,Male,Male,2003,Male,FullNameMatch
Kenjiro Cho,2011,Organizing,"IIJ Research Laboratory, Japan",Kenjiro Cho,"IIJ Research Laboratory, Japan",Asia,Male,Male,2001,Male,FullNameMatch
Arun Venkataramani,2011,Organizing,"University of Massachusetts, USA",Arun Venkataramani,"University of Massachusetts, USA",North America,Male,Male,2004,Male,FullNameMatch
Giorgio Ventre,2011,Organizing,"University of Napoli, Italy",Giorgio Ventre,"University of Napoli, Italy",Europe,Male,Male,1989,Male,FullNameMatch
Georgios Smaragdakis,2011,Organizing,"Deutsche Telekom Labs & TU Berlin, Germany",Georgios Smaragdakis,"Deutsche Telekom Labs & TU Berlin, Germany",Europe,Male,Male,2009,Male,FullNameMatch
Stefan Saroiu,2011,Organizing,Microsoft Research,Stefan Saroiu,Microsoft Research,North America,Male,Male,2004,Male,FullNameMatch
Jaudelice de Oliveira,2011,Organizing,"Drexel University, USA",Jaudelice de Oliveira,"Drexel University, USA",North America,Female,Female,2003,Female,FullNameMatch
Lars Eggert,2012,Organizing,"NetApp, Germany",Lars Eggert,"NetApp, Germany",Europe,Male,Male,2003,Male,FullNameMatch
Jaorg Ott,2012,Organizing,"Aalto University, Finland",Jaorg Ott,"Aalto University, Finland",Europe,Male,Male,1997,Male,FullNameMatch
Venkat Padmanabhan,2012,Organizing,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998,Male,FuzzyMatch
George Varghese,2012,Organizing,"UCSD, USA",George Varghese,"UCSD, USA",North America,Male,Male,1992,Male,FullNameMatch
Jussi Kangasharju,2012,Organizing,"University of Helsinki, Finland",Jussi Kangasharju,"University of Helsinki, Finland",Europe,Male,Male,2002,Male,FullNameMatch
Jukka Manner,2012,Organizing,"Aalto University, Finland",Jukka Manner,"Aalto University, Finland",Europe,Male,Male,2004,Male,FullNameMatch
Joe Touch,2012,Organizing,"USC/ISI, USA",Joe Touch,"USC/ISI, USA",North America,Male,Male,1992,Male,FullNameMatch
Dina Katabi,2012,Organizing,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003,Female,FullNameMatch
Jitendra Padhye,2012,Organizing,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Kevin Almeroth,2012,Organizing,"University of California, Santa Barbara, USA",Kevin Almeroth,"University of California, Santa Barbara, USA",North America,,Male,1997,Male,FuzzyMatch
Colin Perkins,2012,Organizing,"University of Glasgow, UK",Colin Perkins,"University of Glasgow, UK",Europe,Male,Male,1996,Male,FullNameMatch
Andrea Passarella,2012,Organizing,"CNR IIT, Italy",Andrea Passarella,"CNR IIT, Italy",Europe,Male,Male,2005,Male,FullNameMatch
Ryuji Wakikawa,2012,Organizing,"Toyota ITC, USA/Japan",Ryuji Wakikawa,"Toyota ITC, USA/Japan",Asia,Male,Male,2003,Male,FullNameMatch
Marcelo Bagnulo,2012,Organizing,"Universidad Carlos III de Madrid, Spain",Marcelo Bagnulo,"Universidad Carlos III de Madrid, Spain",Europe,Male,Male,2005,Male,FullNameMatch
Polly Huang,2012,Organizing,"National Taiwan University, Taiwan",Polly Huang,"National Taiwan University, Taiwan",Asia,Female,Female,1999,Female,FullNameMatch
