name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear
Hitesh Ballani,2019,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,2009
Paul Barford,2019,Program,UWisc,Paul Barford,UWisc,North America,Male,Male,2000
Theophilus Benson,2019,Program,Brown University,Theophilus Benson,Brown University,North America,Male,Male,2012
Nathan Bronson,2019,Program,Facebook,Nathan Bronson,Facebook,North America,Male,Male,2011
Marco Canini,2019,Program,KAUST,Marco Canini,KAUST,Asia,Male,Male,2009
Kai Chen,2019,Program,HKUST,Kai Chen,HKUST,Asia,,Male,2012
Kenjiro Cho,2019,Program,IIJ,Kenjiro Cho,IIJ,Asia,Male,Male,2001
Mosharaf Chowdhury,2019,Program,UMich,Mosharaf Chowdhury,UMich,North America,Male,Male,2015
Nandita Dukkipati,2019,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,2007
Lars Eggert,2019,Program,NetApp,Lars Eggert,NetApp,Europe,Male,Male,2003
Kensuke Fukuda,2019,Program,NII,Kensuke Fukuda,NII,Asia,Male,Male,1999
Manya Ghobadi,2019,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,2013
Phillipa Gill,2019,Program,UMass Amherst,Phillipa Gill,UMass Amherst,North America,Female,Female,2012
Krishna Gummadi,2019,Program,MPI-SWS,Krishna Gummadi,MPI-SWS,Europe,,Male,2005
Dongsu Han,2019,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,2012
Polly Huang,2019,Program,NTU,Polly Huang,NTU,Asia,Female,Female,1999
Te-yuan Huang,2019,Program,Netflix,Te-yuan Huang,Netflix,North America,Female,Female,2014
Kyle Jamieson,2019,Program,Princeton,Kyle Jamieson,Princeton,North America,Male,Male,2008
Keon Jang,2019,Program,MPI-SWS/Google,Keon Jang,MPI-SWS/Google,Europe,Male,Male,2012
Mobin Javed,2019,Program,LUMS,Mobin Javed,LUMS,Asia,Female,Female,2016
Sanjay Jha,2019,Program,U. New South Wales,Sanjay Jha,U. New South Wales,North America,Male,Male,1998
Junchen Jiang,2019,Program,U. Chicago,Junchen Jiang,U. Chicago,North America,Male,Male,2017
Srikanth Kandula,2019,Program,Microsoft Research,Srikanth Kandula,Microsoft Research,North America,Male,Male,2008
Thomas Karagiannis,2019,Program,Microsoft Research,Thomas Karagiannis,Microsoft Research,Europe,Male,Male,2006
Brad Karp,2019,Program,University College London,Brad Karp,University College London,Europe,Male,Male,2000
Ethan Katz-Bassett,2019,Program,Columbia,Ethan Katz-Bassett,Columbia,North America,Male,Male,2012
Ali Khayam,2019,Program,Amazon,Ali Khayam,Amazon,North America,Male,Male,2006
Dejan Kostic,2019,Program,KTH Royal Institute of Technology,Dejan Kostic,KTH Royal Institute of Technology,Europe,Male,Male,2005
Nikos Laoutaris,2019,Program,IMDEA Networks Institute,Nikos Laoutaris,IMDEA Networks Institute,Europe,,Male,2004
Simon Leinen,2019,Program,SWITCH,Simon Leinen,SWITCH,Europe,Male,Male,None
Dan Li,2019,Program,Tsinghua,Dan Li,Tsinghua,Asia,Male,Male,2007
Chieh-Jan Mike Liang,2019,Program,Microsoft Research,Chieh-Jan Mike Liang,Microsoft Research,Asia,Male,Male,2011
Bruce Maggs,2019,Program,Duke/Akamai,Bruce Maggs,Duke/Akamai,North America,Male,Male,1989
Radhika Mittal,2019,Program,UIUC/MIT,Radhika Mittal,UIUC/MIT,North America,Female,Female,2018
Michael Mitzenmacher,2019,Program,Harvard,Michael Mitzenmacher,Harvard,North America,Male,Male,1996
Srinivas Narayana,2019,Program,Rutgers,Srinivas Narayana,Rutgers,North America,Male,Male,2016
Aurojit Panda,2019,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,2017
Zafar Ayyub Qazi,2019,Program,LUMS,Zafar Ayyub Qazi,LUMS,Asia,Male,Male,2016
Reza Rejaie,2019,Program,U. Oregon,Reza Rejaie,U. Oregon,North America,Male,Male,1999
Philipp Richter,2019,Program,MIT,Philipp Richter,MIT,North America,Male,Male,2017
Michael Schapira,2019,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Ricardo Schmidt,2019,Program,U. Passo Fundo,Ricardo Schmidt,U. Passo Fundo,South America,Male,Male,2014
Srini Seshan,2019,Program,CMU,Srini Seshan,CMU,North America,Male,Male,1995
Justine Sherry,2019,Program,CMU,Justine Sherry,CMU,North America,Female,Female,2016
Ankit Singla,2019,Program,ETHZ,Ankit Singla,ETHZ,Europe,Male,Male,2015
Anirudh Sivaraman,2019,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017
Alex C. Snoeren,2019,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,2002
Robert SoulÃ©,2019,Program,UniversitÃ  della Svizzera italiana,Robert Soulac,UniversitÃ  della Svizzera italiana,Europe,,Male,2012
Patrick Thiran,2019,Program,EPFL,Patrick Thiran,EPFL,Europe,Male,Male,1996
Laurent Vanbever,2019,Program,ETHZ,Laurent Vanbever,ETHZ,Europe,Male,Male,2012
Walter Willinger,2019,Program,"NIKSUN, Inc.",Walter Willinger,"NIKSUN, Inc.",North America,Male,Male,1987
Keith Winstein,2019,Program,Stanford,Keith Winstein,Stanford,North America,Male,Male,2014
Minlan Yu,2019,Program,Harvard,Minlan Yu,Harvard,North America,Female,Female,2011
Ben Zhao,2019,Program,U. Chicago,Ben Zhao,U. Chicago,North America,Male,Male,2004
Sujata Banerjee,2020,Program,VMware Research,Sujata Banerjee,VMware Research,North America,Female,Female,1993
Ratul Mahajan,2020,Program,"University of Washington, Intentionet",Ratul Mahajan,"University of Washington, Intentionet",North America,Male,Male,2005
Aaron Schulman,2020,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,2013
Amar Phanishayee,2020,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,2012
Anirudh Sivaraman,2020,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017
Anja Feldmann,2020,Program,MPI,Anja Feldmann,MPI,Europe,Female,Female,1995
Ankit Singla,2020,Program,ETH ZÃ¼rich,Ankit Singla,ETH ZÃ¼rich,Europe,Male,Male,2015
Arpit Gupta,2020,Program,UCSB,Arpit Gupta,UCSB,North America,Male,Male,2018
Aruna Balasubramanian,2020,Program,Stony Brook University,Aruna Balasubramanian,Stony Brook University,North America,Female,Female,2011
Aurojit Panda,2020,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,2017
Barath Raghavan,2020,Program,USC,Barath Raghavan,USC,North America,Male,Male,2009
Brian Levine,2020,Program,"University of Massachusetts
              Amherst",Brian Levine,"University of Massachusetts
              Amherst",North America,Male,Male,1999
Costin Raiciu,2020,Program,"University Pollitehnica of
              Bucharest",Costin Raiciu,"University Pollitehnica of
              Bucharest",Europe,Male,Male,2011
Dave Levin,2020,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010
David Wetherall,2020,Program,Google,David Wetherall,Google,North America,Male,Male,1998
Deepak Ganesan,2020,Program,UMass Amherst,Deepak Ganesan,UMass Amherst,North America,Male,Male,2004
Deepak Vasisht,2020,Program,MIT,Deepak Vasisht,MIT,North America,Male,Male,2019
Dongsu Han,2020,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,2012
Ellen Zegura,2020,Program,"Georgia Institute of
              Technology",Ellen Zegura,"Georgia Institute of
              Technology",North America,,Female,1993
Ethan Katz-Bassett,2020,Program,Columbia University,Ethan Katz-Bassett,Columbia University,North America,Male,Male,2012
Ganesh Ananthanarayanan,2020,Program,Microsoft Research,Ganesh Ananthanarayanan,Microsoft Research,North America,Male,Male,2013
Hongqiang Harry Liu,2020,Program,Alibaba Group,Hongqiang Harry Liu,Alibaba Group,Asia,Male,Male,2014
Jeongkeun Lee,2020,Program,Barefoot Networks,Jeongkeun Lee,Barefoot Networks,North America,Male,Male,2007
Kate Lin,2020,Program,"National Chiao Tung
              University",Kate Lin,"National Chiao Tung
              University",Asia,,Female,2009
Katerina Argyraki,2020,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,2007
Kun Tan,2020,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,?
Lili Qiu,2020,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,2001
Manya Ghobadi,2020,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,2013
Matthew Roughan,2020,Program,University of Adelaide,Matthew Roughan,University of Adelaide,Australia,Male,Male,1994
Minlan Yu,2020,Program,Harvard University,Minlan Yu,Harvard University,North America,Female,Female,2011
Mohammad Alizadeh,2020,Program,MIT,Mohammad Alizadeh,MIT,North America,Male,Male,2013
Nate Foster,2020,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,2009
Olivier Bonaventure,2020,Program,"UniversitÃ© catholique de
              Louvain",Olivier Bonaventure,"UniversitÃ© catholique de
              Louvain",Europe,Male,Male,1999
Rachit Agarwal,2020,Program,Cornell University,Rachit Agarwal,Cornell University,North America,,Male,2012
Radhika Mittal,2020,Program,UIUC,Radhika Mittal,UIUC,North America,Female,Female,2018
Radhika Niranjan Mysore,2020,Program,VMware Research,Radhika Niranjan Mysore,VMware Research,North America,Female,Female,2013
Renata Teixeira,2020,Program,Inria,Renata Teixeira,Inria,Europe,Female,Female,2005
Rob Sherwood,2020,Program,Facebook,Rob Sherwood,Facebook,North America,Male,Male,2008
Romit Roy Choudhury,2020,Program,"University of Illinois at Urbana
              Champaign",Romit Roy Choudhury,"University of Illinois at Urbana
              Champaign",North America,Male,Male,2006
Ryan Beckett,2020,Program,Microsoft Research,Ryan Beckett,Microsoft Research,North America,Male,Male,2018
Sanjay Rao,2020,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,2004
T.S. Eugene Ng,2020,Program,Rice University,T.S. Eugene Ng,Rice University,North America,,Male,2003
Vyas Sekar,2020,Program,CMU,Vyas Sekar,CMU,North America,Male,Male,2010
Xiaowei Yang,2020,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,2004
Yibo Zhu,2020,Program,ByteDance Inc.,Yibo Zhu,ByteDance Inc.,Asia,Male,Male,2016
Sangeetha Abdu Jyothi,2020,Program,"UC Irvine, VMware
            Research",Sangeetha Abdu Jyothi,"UC Irvine, VMware
            Research",North America,Female,Female,2019
Mina Tahmasbi Arashloo,2020,Program,Cornell University,Mina Tahmasbi Arashloo,Cornell University,North America,Female,Female,2019
Paolo Costa,2020,Program,Microsoft Research,Paolo Costa,Microsoft Research,Europe,Male,Male,2002
Timothy G. Griffin,2020,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,Europe,Male,Male,1988
Junchen Jiang,2020,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,2017
Xin Jin,2020,Program,Johns Hopkins University,Xin Jin,Johns Hopkins University,North America,Male,Male,2016
Vincent Liu,2020,Program,"University of
            Pennsylvania",Vincent Liu,"University of
            Pennsylvania",North America,Male,Male,2016
Neil Spring,2020,Program,"University of Maryland /
            Facebook",Neil Spring,"University of Maryland /
            Facebook",North America,Male,Male,2004
Ben Y. Zhao,2020,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,2004
Danyang Zhuo,2020,Program,"Duke University, UC
            Berkeley",Danyang Zhuo,"Duke University, UC
            Berkeley",North America,Male,Male,2019
Noa Zilberman,2020,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,2013
Aditya Akella,2021,Program,University of WisconsinâMadison,Aditya Akella,University of WisconsinâMadison,North America,Male,Male,2005
Nandita Dukkipati,2021,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,2007
Aaron Schulman,2021,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,2013
Adrian Perrig,2021,Program,ETH Zurich,Adrian Perrig,ETH Zurich,Europe,Male,Male,2001
Alex C. Snoeren,2021,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,2002
Aman Shaikh,2021,Program,Google,Aman Shaikh,Google,North America,Male,Male,2011
Anja Feldmann,2021,Program,Max Planck Institute,Anja Feldmann,Max Planck Institute,Europe,Female,Female,1995
Arpit Gupta,2021,Program,UC Santa Barbara,Arpit Gupta,UC Santa Barbara,North America,Male,Male,2018
Barath Raghavan,2021,Program,University of Southern California,Barath Raghavan,University of Southern California,North America,Male,Male,2009
Behnaz Arzani,2021,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,2017
Brent Stephens,2021,Program,University of Illinois at Chicago,Brent Stephens,University of Illinois at Chicago,North America,,Male,2015
Dave Levin,2021,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010
Ellen Zegura,2021,Program,Georgia Institute of Technology,Ellen Zegura,Georgia Institute of Technology,North America,,Female,1993
Eugene Ng,2021,Program,Rice University,Eugene Ng,Rice University,North America,,Male,2003
Fadel Adib,2021,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016
George Varghese,2021,Program,UC Los Angeles,George Varghese,UC Los Angeles,North America,Male,Male,1992
Hakim Weatherspoon,2021,Program,Cornell University,Hakim Weatherspoon,Cornell University,North America,Male,Male,2006
Hitesh Ballani,2021,Program,Microsoft,Hitesh Ballani,Microsoft,Europe,Male,Male,2009
Hongqiang Liu,2021,Program,Alibaba,Hongqiang Liu,Alibaba,Asia,,Male,2014
Jennifer Rexford,2021,Program,Princeton University,Jennifer Rexford,Princeton University,North America,Female,Female,1996
Jitu Padhye,2021,Program,"Microsoft Research, USA",Jitu Padhye,"Microsoft Research, USA",North America,Male,Male,2000
Kai Chen,2021,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,2012
Kate Lin,2021,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,Asia,,Female,2009
Keith Winstein,2021,Program,Stanford University,Keith Winstein,Stanford University,North America,Male,Male,2014
Keon Jang,2021,Program,Max Planck Institute,Keon Jang,Max Planck Institute,Europe,Male,Male,2012
Kun Tan,2021,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,?
KyoungSoo Park,2021,Program,Korea Advanced Institute of Science and Technology,KyoungSoo Park,Korea Advanced Institute of Science and Technology,Asia,Male,Male,2007
Laurent Vanbever,2021,Program,ETH Zurich,Laurent Vanbever,ETH Zurich,Europe,Male,Male,2012
Lili Qiu,2021,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,2001
Lixin Gao,2021,Program,University of Massachusetts Amherst,Lixin Gao,University of Massachusetts Amherst,North America,Female,Female,1997
Matthew Caesar 0001,2021,Program,University of Illinois UrbanaâChampaign,Matthew Caesar 0001,University of Illinois UrbanaâChampaign,North America,Male,Male,2007
Michael Schapira,2021,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Mohammad Alizadeh,2021,Program,Massachusetts Institute of Technology,Mohammad Alizadeh,Massachusetts Institute of Technology,North America,Male,Male,2013
Morley Mao,2021,Program,University of Michigan,Morley Mao,University of Michigan,North America,,Female,2003
Mosharaf Chowdhury,2021,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,2015
Muhammad Shahbaz,2021,Program,Purdue University,Muhammad Shahbaz,Purdue University,North America,Male,Male,2018
Mythili Vutukuru,2021,Program,IIT Bombay,Mythili Vutukuru,IIT Bombay,Asia,Female,Female,2010
Nate Foster,2021,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,2009
Nathan Bronson,2021,Program,Rockset,Nathan Bronson,Rockset,North America,Male,Male,2011
Neil Spring,2021,Program,Facebook,Neil Spring,Facebook,North America,Male,Male,2004
Noa Zilberman,2021,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,2013
Olivier Bonaventure,2021,Program,UCLouvain,Olivier Bonaventure,UCLouvain,Europe,Male,Male,1999
Radhika Niranjan Mysore,2021,Program,VMWare,Radhika Niranjan Mysore,VMWare,North America,Female,Female,2013
Rajalakshmi Nandakumar,2021,Program,Cornell University,Rajalakshmi Nandakumar,Cornell University,North America,Female,Female,2019
Ratul Mahajan,2021,Program,University of Washington and Intentionet,Ratul Mahajan,University of Washington and Intentionet,North America,Male,Male,2005
Ravi Netravali,2021,Program,UC Los Angeles / Princeton University,Ravi Netravali,UC Los Angeles / Princeton University,North America,Male,Male,2018
Romit Roy Choudhury,2021,Program,University of Illinois UrbanaâChampaign,Romit Roy Choudhury,University of Illinois UrbanaâChampaign,North America,Male,Male,2006
Srini Seshan,2021,Program,Carnegie Mellon University,Srini Seshan,Carnegie Mellon University,North America,Male,Male,1995
Stefano Vissicchio,2021,Program,University College London,Stefano Vissicchio,University College London,Europe,Male,Male,2012
Sylvia Ratnasamy,2021,Program,UC Berkeley,Sylvia Ratnasamy,UC Berkeley,North America,Female,Female,2002
Theo Benson,2021,Program,Brown University,Theo Benson,Brown University,North America,Male,Male,2012
Venkat Padmanabhan,2021,Program,Microsoft,Venkat Padmanabhan,Microsoft,Asia,,Male,1998
Vincent Liu,2021,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,North America,Male,Male,2016
Vishal Misra,2021,Program,Columbia University,Vishal Misra,Columbia University,North America,Male,Male,2000
Xiaowei Yang,2021,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,2004
Xin Jin,2021,Program,Peking University,Xin Jin,Peking University,Asia,Male,Male,2016
Yasaman Ghasempour,2021,Program,Princeton University,Yasaman Ghasempour,Princeton University,North America,Female,Female,2020
Yashar Ganjali,2021,Program,University of Toronto and Huawei Canada,Yashar Ganjali,University of Toronto and Huawei Canada,North America,Male,Male,2006
Yibo Zhu,2021,Program,ByteDance,Yibo Zhu,ByteDance,Asia,Male,Male,2016
Zaffar Ayyub Qazi,2021,Program,Lahore University of Management Sciences,Zaffar Ayyub Qazi,Lahore University of Management Sciences,Asia,,Male,2016
Brighten Godfrey,2022,Program,University of Illinois at Urbana-Champaign,Brighten Godfrey,University of Illinois at Urbana-Champaign,North America,,Male,2009
Bruce Maggs,2022,Program,Duke University and Emerald Innovations,Bruce Maggs,Duke University and Emerald Innovations,North America,Male,Male,1989
Ahmed Saeed,2022,Program,Georgia Institute of Technology,Ahmed Saeed,Georgia Institute of Technology,North America,,Male,2019
Alan Zaoxing Liu,2022,Program,Boston University,Alan Zaoxing Liu,Boston University,North America,,Male,2018
Alex Afanasyev,2022,Program,Florida International University,Alex Afanasyev,Florida International University,North America,Male,Male,2013
Amin Vahdat,2022,Program,Google,Amin Vahdat,Google,North America,Male,Male,1998
Ang Chen,2022,Program,Rice University,Ang Chen,Rice University,North America,Male,Male,2017
Aurojit Panda,2022,Program,New York University,Aurojit Panda,New York University,North America,Male,Male,2017
Barath Raghavan,2022,Program,University of Southern California / Invisv,Barath Raghavan,University of Southern California / Invisv,North America,Male,Male,2009
Behnaz Arzani,2022,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,2017
Bhuvana Krishnaswamy,2022,Program,University of Wisconsin-Madison,Bhuvana Krishnaswamy,University of Wisconsin-Madison,North America,Female,Female,2016
Boon Thau Loo,2022,Program,University of Pennsylvania,Boon Thau Loo,University of Pennsylvania,North America,Male,Male,2006
Brad Karp,2022,Program,University College London,Brad Karp,University College London,Europe,Male,Male,2000
Danyang Zhuo,2022,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,2019
Dave Levin,2022,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010
Dongsu Han,2022,Program,Korea Advanced Institute of Science and Technology,Dongsu Han,Korea Advanced Institute of Science and Technology,Asia,Male,Male,2012
Elahe Soltanaghai,2022,Program,University of Illinois at Urbana-Champaign,Elahe Soltanaghai,University of Illinois at Urbana-Champaign,North America,Female,Female,2019
Ennan Zhai,2022,Program,Alibaba,Ennan Zhai,Alibaba,North America,Male,Male,2015
Fadel Adib,2022,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016
GÃ¡bor RÃ©tvÃ¡ri,2022,Program,Budapest University of Technology and Economics & Ericsson Research,Gabor Retvari,Budapest University of Technology and Economics & Ericsson Research,Europe,Male,Male,2007
Haitham Hassanieh,2022,Program,University of Illinois at Urbana-Champaign,Haitham Hassanieh,University of Illinois at Urbana-Champaign,North America,Male,Male,2016
Haiying Shen,2022,Program,University of Virginia,Haiying Shen,University of Virginia,North America,Female,Female,2006
Hamed Haddadi,2022,Program,Imperial College London and Brave,Hamed Haddadi,Imperial College London and Brave,Europe,Male,Male,2008
Heather Zheng,2022,Program,University of Chicago,Heather Zheng,University of Chicago,North America,Female,Female,1999
Henning Schulzrinne,2022,Program,Columbia University,Henning Schulzrinne,Columbia University,North America,Male,Male,1992
James Hongyi Zeng,2022,Program,Meta,James Hongyi Zeng,Meta,North America,,Male,2014
Jia Wang,2022,Program,AT&T,Jia Wang,AT&T,North America,Female,Female,2001
Jiasi Chen,2022,Program,"University of California, Riverside",Jiasi Chen,"University of California, Riverside",North America,Female,Female,2015
Jon Crowcroft,2022,Program,University of Cambridge,Jon Crowcroft,University of Cambridge,Europe,Male,Male,1993
Kyle Jamieson,2022,Program,Princeton University,Kyle Jamieson,Princeton University,North America,Male,Male,2008
Lalith Suresh,2022,Program,VMware,Lalith Suresh,VMware,North America,Male,Male,2016
Lixia Zhang,2022,Program,"University of California, Los Angeles",Lixia Zhang,"University of California, Los Angeles",North America,Female,Female,1989
Manya Ghobadi,2022,Program,Massachusetts Institute of Technology,Manya Ghobadi,Massachusetts Institute of Technology,North America,Female,Female,2013
Marco Canini,2022,Program,King Abdullah University of Science and Technology,Marco Canini,King Abdullah University of Science and Technology,Asia,Male,Male,2009
Mark Handley,2022,Program,University College London,Mark Handley,University College London,Europe,Male,Male,1997
Michael Mitzenmacher,2022,Program,Harvard University,Michael Mitzenmacher,Harvard University,North America,Male,Male,1996
Michael Schapira,2022,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008
Ming Liu,2022,Program,University of Wisconsin-Madison,Ming Liu,University of Wisconsin-Madison,North America,,Male,2020
Morley Mao,2022,Program,University of Michigan and Google,Morley Mao,University of Michigan and Google,North America,,Female,2003
Mosharaf Chowdhury,2022,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,2015
Neeraja J. Yadwadkar,2022,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,North America,Female,Female,2018
Nick Feamster,2022,Program,University of Chicago,Nick Feamster,University of Chicago,North America,Male,Male,2005
Oliver Hohlfeld,2022,Program,Brandenburg University of Technology,Oliver Hohlfeld,Brandenburg University of Technology,Europe,Male,Male,2013
Omid Abari,2022,Program,"University of California, Los Angeles",Omid Abari,"University of California, Los Angeles",North America,Male,Male,2018
Rachee Singh,2022,Program,Microsoft,Rachee Singh,Microsoft,North America,Female,Female,2021
Ramesh Sitaraman,2022,Program,University of Massachusetts Amherst,Ramesh Sitaraman,University of Massachusetts Amherst,North America,,Male,1993
Ran Ben Basat,2022,Program,University College London,Ran Ben Basat,University College London,Europe,Male,Male,2018
Ranveer Chandra,2022,Program,Microsoft,Ranveer Chandra,Microsoft,North America,Male,Male,2005
Renata Teixeira,2022,Program,Netflix,Renata Teixeira,Netflix,Europe,Female,Female,2005
Robert SoulÃ©,2022,Program,Yale University,Robert Soulac,Yale University,North America,,Male,2012
Roland van Rijswijk-Deij,2022,Program,University of Twente,Roland van Rijswijk-Deij,University of Twente,Europe,Male,Male,2017
Sachin Katti,2022,Program,Intel and Stanford University,Sachin Katti,Intel and Stanford University,North America,Male,Male,2008
Sanjay Rao,2022,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,2004
Sergey Gorinsky,2022,Program,IMDEA Networks Institute,Sergey Gorinsky,IMDEA Networks Institute,Europe,Male,Male,2003
Shivaram Venkataraman,2022,Program,University of Wisconsin-Madison,Shivaram Venkataraman,University of Wisconsin-Madison,North America,Male,Male,2017
Shyam Gollakota,2022,Program,University of Washington,Shyam Gollakota,University of Washington,North America,Male,Male,2013
Soo-Jin Moon,2022,Program,Google,Soo-Jin Moon,Google,North America,Female,Female,2020
Steve Uhlig,2022,Program,Queen Mary University of London,Steve Uhlig,Queen Mary University of London,Europe,Male,Male,2004
Sue Moon,2022,Program,Korea Advanced Institute of Science and Technology,Sue Moon,Korea Advanced Institute of Science and Technology,Asia,Female,Female,2000
Walter Willinger,2022,Program,NIKSUN,Walter Willinger,NIKSUN,North America,Male,Male,1987
Yang Richard Yang,2022,Program,Yale University,Yang Richard Yang,Yale University,North America,Male,Male,2001
Zhi-Li Zhang,2022,Program,University of Minnesota,Zhi-Li Zhang,University of Minnesota,North America,Male,Male,1997
Eddie Kohler,2023,Program,Harvard University,Eddie Kohler,Harvard University,North America,Male,Male,2000
David Maltz,2023,Program,Microsoft,David Maltz,Microsoft,North America,Male,Male,2001
Aditya Akella,2023,Program,UT Austin and Google,Aditya Akella,UT Austin and Google,North America,Male,Male,2005
Alex C. Snoeren,2023,Program,UC San Diego / Google,Alex C. Snoeren,UC San Diego / Google,North America,Male,Male,2002
Amar Phanishayee,2023,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,2012
Andreas Haeberlen,2023,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,North America,Male,Male,2009
Anirudh Sivaraman,2023,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017
Anna Brunstrom,2023,Program,Karlstad University,Anna Brunstrom,Karlstad University,Europe,Female,Female,1996
Anna Maria Mandalari,2023,Program,University College London,Anna Maria Mandalari,University College London,Europe,Female,Female,2018
Behnaz Arzani,2023,Program,Microsoft Research,Behnaz Arzani,Microsoft Research,North America,Female,Female,2017
Ben Y. Zhao,2023,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,2004
Brad Campbell,2023,Program,University of Virginia,Brad Campbell,University of Virginia,North America,Male,Male,2017
Cecilia Testart/p>,2023,Program,MIT / Georgia Tech,Cecilia Testart,MIT / Georgia Tech,North America,,Female,2021
Danyang Zhuo,2023,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,2019
David Choffnes,2023,Program,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,2010
Dinesh Bharadia,2023,Program,"University of California, San Diego",Dinesh Bharadia,"University of California, San Diego",North America,Male,Male,2016
Elizabeth Belding,2023,Program,University of California Santa Barbara,Elizabeth Belding,University of California Santa Barbara,North America,Female,Female,2000
Fabian E. Bustamante,2023,Program,Northwestern University,Fabian E. Bustamante,Northwestern University,North America,Male,Male,2001
Fadel Adib,2023,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016
Ganesh Ananthanarayanan,2023,Program,Microsoft,Ganesh Ananthanarayanan,Microsoft,North America,Male,Male,2013
Heming Cui,2023,Program,University of Hong Kong,Heming Cui,University of Hong Kong,Asia,Male,Male,2014
Hitesh Ballani,2023,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,2009
James Hongyi Zeng,2023,Program,Facebook,James Hongyi Zeng,Facebook,North America,,Male,2014
John Heidemann,2023,Program,University of Southern California,John Heidemann,University of Southern California,North America,,Male,1995
Junchen Jiang,2023,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,2017
Justine Sherry,2023,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,North America,Female,Female,2016
K. K. Ramakrishnan,2023,Program,"University of California, Riverside",K. K. Ramakrishnan,"University of California, Riverside",North America,Male,Male,1983
Kai Chen,2023,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,2012
